Document Type,PO_No,Buy-from Vendor No.,Pay-to Vendor No.,Pay-to Name,Pay-to Name 2,Pay-to Address,Pay-to Address 2,Pay-to City,Pay-to Contact,Your Reference,Ship-to Code,Ship-to Name,Ship-to Name 2,Ship-to Address,Ship-to Address 2,Ship-to City,Ship-to Contact,Order_Date,Posting Date,Expected Receipt Date,Posting Description,Payment Terms Code,Due Date,Payment Discount %,Pmt. Discount Date,Shipment Method Code,Location Code,Shortcut Dimension 1 Code,Shortcut Dimension 2 Code,Vendor Posting Group,Currency Code,Currency Factor,Prices Including VAT,Invoice Disc. Code,Language Code,Format Region,Purchaser Code,Order Class,No. Printed,On Hold,Applies-to Doc. Type,Applies-to Doc. No.,Bal. Account No.,Receive,Invoice,Print Posted Documents,Receiving No.,Posting No.,Last_Receiving_No,Last Posting No.,Vendor Order No.,Vendor Shipment No.,Vendor Invoice No.,Vendor Cr. Memo No.,VAT Registration No.,Sell-to Customer No.,Reason Code,Gen. Bus. Posting Group,Transaction Nature Code,Transport Method,VAT Country/Region Code,Vendor,Buy-from Vendor Name 2,Buy-from Address,Buy-from Address 2,Buy-from City,Buy-from Contact,Pay-to Postcode,Pay-to County,Pay-to Country/Region Code,Buy-from Postcode,Buy-from County,Buy-from Country/Region Code,Ship-to Postcode,Ship-to County,Ship-to Country/Region Code,Bal. Account Type,Order Address Code,Entry Point,Correction,Document Date,Area,Transaction Specification,Payment Method Code,No. Series,Posting No. Series,Receiving No. Series,VAT Area Code,VAT Liable,VAT Bus. Posting Group,Applies-to ID,VAT Base Discount %,Status,Invoice Discount Calculation,Invoice Discount Value,Send IC Document,IC Status,Buy-from IC Partner Code,Pay-to IC Partner Code,IC Reference Document No.,IC Direction,Prepayment No.,Last Prepayment No.,Prepmt. Cr. Memo No.,Last Prepmt. Cr. Memo No.,Prepayment %,Prepayment No. Series,Compress Prepayment,Prepayment Due Date,Prepmt. Cr. Memo No. Series,Prepmt. Posting Description,Prepmt. Pmt. Discount Date,Prepmt. Payment Terms Code,Prepmt. Payment Discount %,Quote No.,Job Queue Status,Job Queue Entry ID,Incoming Document Entry No.,Creditor No.,Payment Reference,Invoice Received Date,Journal Template Name,VAT Date,Ship-to Phone No.,Dimension Set ID,Remit-to Code,Doc. No. Occurrence,Campaign No.,Buy-from Contact No.,Pay-to Contact No.,Responsibility Centre,Posting from Whse. Ref.,Requested Receipt Date,Promised Receipt Date,Lead Time Calculation,Inbound Whse. Handling Time,Vendor Authorisation No.,Return Shipment No.,Return Shipment No. Series,Ship,Last Return Shipment No.,E-Document Link,Price Calculation Method,Recurring Billing,Assigned User ID,Doc. Amount Incl. VAT,Doc. Amount VAT,Nature of Supply,GST Vendor Type,Associated Enterprises,Invoice Type,GST Inv. Rounding Precision,GST Inv. Rounding Type,Supply Finish Date,Payment Date,Rate Change Applicable,GST Reason Type,GST Input Service Distribution,RCM Exempt,GST Order Address State,Vendor GST Reg. No.,Location State Code,Location GST Reg. No.,Order Address GST Reg. No.,Bill to-Location(POS),Vehicle No.,Shipping Agent Code,Shipping Agent Service Code,Distance (Km),Vehicle Type,Reference Invoice No.,Without Bill Of Entry,E-Way Bill No.,POS as Vendor State,POS Out Of India,Bill of Entry No.,Bill of Entry Date,GST Invoice,Bill of Entry Value,Trading,Subcontracting,Subcon. Order No.,Subcon. Order Line No.,SubConPostLine,Subcon. Multiple Receipt,State,Charge Group Code,Third Party,Charge Refernce Invoice No.,Include GST in TDS Base,Short Closed,Short Close Reason Code,Cancel Reason Code,Cancelled,Order Type,Quote Compare No.,RFQ No.,RFQ Date,IndentNo,Remarks,Large Text,Receipt_Date,Days_To_Receive,SLA_Status,Month,Quarter,Within_SLA_Pct
Order,PO/HAR/26/00346,CKC-0734,CKC-0734,C.KOTHARI & CO.,,"Bldg.2,Gala No.B-11, Om Industrial Estate,","Hissa No.5/2, 6A, Sativali Road, Village Waliv",Vasai (East),,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-04,,Order PO/HAR/26/00346,C006,2025-09-01,0,2025-07-03,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,CKC-0734,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00869,,,,CKC/182/25-26,,,,,DOMESTIC,,,IN,C.KOTHARI & CO.,,"Bldg.2,Gala No.B-11, Om Industrial Estate,","Hissa No.5/2, 6A, Sativali Road, Village Waliv",Vasai (East),,401208.0,,IN,401208.0,,IN,249401.0,,IN,G/L Account,,,False,2025-07-03,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-01,,,2025-07-03,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-09,,2025-08-04,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AGZPK6948A1ZV,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-04,34,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00358,VME-0946,VME-0946,VARAHI MATA ENTERPRISE,,"Ground Floor, Shop No 22 A, Patel Shopping",,Malad (west),,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-04,,Order PO/HAR/26/00358,C006,2025-09-17,0,2025-07-19,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,VME-0946,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00867,,,,962,,,,,DOMESTIC,,,IN,VARAHI MATA ENTERPRISE,,"Ground Floor, Shop No 22 A, Patel Shopping",,Malad (west),,400064.0,IN,IN,400064.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-19,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-17,,,2025-07-19,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-26,,2025-08-04,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AMFPR3197J1ZH,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-04,34,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00360,RPI-1082,RPI-1082,RAJIV PLASTICS INDUSTRIES,,"SR.NO.177/1/2/2,PLOT NO.2VILLAGE SURANGIDNH & DAMAN & DIU",,SILVASSA,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-07-15,,Order PO/HAR/26/00360,C006,2025-09-05,0,2025-07-07,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,RPI-1082,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00782,,,,25902814,,,,,DOMESTIC,,,IN,RAJIV PLASTICS INDUSTRIES,,"SR.NO.177/1/2/2,PLOT NO.2VILLAGE SURANGIDNH & DAMAN & DIU",,SILVASSA,,396230.0,,IN,396230.0,,IN,249401.0,,IN,G/L Account,,,False,2025-07-07,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-05,,,2025-07-07,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-15,,2025-07-15,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,26AAAFR0197D1ZH,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,DD,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-07-15,14,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00361,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-07-10,,Order PO/HAR/26/00361,C006,2025-08-31,0,2025-07-02,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00777,,,,GST/2230/25-26,,,,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,249401.0,,IN,G/L Account,,,False,2025-07-02,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-31,,,2025-07-02,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-10,,2025-07-10,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-07-10,9,On-Time,2025-07,2025Q3,45.78
Order,PO/HAR/26/00364,ANG-0668,ANG-0668,Angel Brass Industries,,"Plot no 7A, Ashapura industrial estate,Plot no 7A, Ashapura industrial estate,",,Dared,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-06,,Order PO/HAR/26/00364,C006,2025-09-19,0,2025-07-21,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,ANG-0668,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00964,,,,69,,,,,DOMESTIC,,,IN,Angel Brass Industries,,"Plot no 7A, Ashapura industrial estate,Plot no 7A, Ashapura industrial estate,",,Dared,,361004.0,IN,IN,361004.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-21,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-19,,,2025-07-21,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-31,,2025-08-06,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,24ACDPB3297K1ZN,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,GJ,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-06,36,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00367,JAE-0826,JAE-0826,JAI AMBE ENTERPRISE,,"GROUND FLOOR, 16-19/3886/24, SUKUR",,Mumbai,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-08,,Order PO/HAR/26/00367,C006,2025-09-28,0,2025-07-30,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,JAE-0826,,,,,0,,,,,True,False,False,,,PPR/HAR/26/01010,,,,089/25-26,,,,,DOMESTIC,,,IN,JAI AMBE ENTERPRISE,,"GROUND FLOOR, 16-19/3886/24, SUKUR",,Mumbai,,400101.0,IN,IN,400101.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-30,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-28,,,2025-07-30,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-08-07,,2025-08-08,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AMRPM9687L1ZR,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-08,38,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00369,GSC-0813,GSC-0813,GLOBAL STAR COMPONENTS PRIVATE LIMITED,,"A-123 OSHIWARA INDUSTRIAL CENTREOPP OSHIWARA BUS DEPT D/11 LINK ROAD, GOREGAON - WMUMBAI",,MUMBAI,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-04,,Order PO/HAR/26/00369,C006,2025-08-31,0,2025-07-02,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,GSC-0813,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00894,,,,52/25-26,,,,,DOMESTIC,,,IN,GLOBAL STAR COMPONENTS PRIVATE LIMITED,,"A-123 OSHIWARA INDUSTRIAL CENTREOPP OSHIWARA BUS DEPT D/11 LINK ROAD, GOREGAON - WMUMBAI",,MUMBAI,,400104.0,IN,IN,400104.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-02,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-31,,,2025-07-02,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-13,,2025-08-04,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAICG2216M1ZH,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-04,34,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00371,ANS-0675,ANS-0675,ANSHIKA ENTERPRISES,,"13-B Gopal Bhawan , Badri vihar S M Public School,jagjeetpur , Haridwaruttarakhand",,Bahadrabad,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-06,,Order PO/HAR/26/00371,C004,2025-08-07,0,2025-07-08,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,ANS-0675,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00952,,,,04,,,,,DOMESTIC,,,IN,ANSHIKA ENTERPRISES,,"13-B Gopal Bhawan , Badri vihar S M Public School,jagjeetpur , Haridwaruttarakhand",,Bahadrabad,,249404.0,IN,IN,249404.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-08,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-07,,,2025-07-08,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-08,,2025-08-06,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,05GVJPS6374H1ZY,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,UK,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-06,36,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00377,SWA-0185,SWA-0185,Swastik Enterprises,,"F-1, OLD INDUSTRIAL AREA NEAR ITO Haridwar Uttarakhand",,Haridwar,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-01,2025-08-06,,Order PO/HAR/26/00377,C004,2025-08-28,0,2025-07-29,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,SWA-0185,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00957,,,,INV-25-26/18,,,,,DOMESTIC,,,IN,Swastik Enterprises,,"F-1, OLD INDUSTRIAL AREA NEAR ITO Haridwar Uttarakhand",,Haridwar,,249401.0,,IN,249401.0,,IN,249401.0,,IN,G/L Account,,,False,2025-07-29,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-28,,,2025-07-29,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-29,,2025-08-06,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,05APUPR5233B4ZR,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,UK,,False,,False,False,,,False,,,,,PI/26/000066,,,2025-08-06,36,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00383,ACB-0704,ACB-0704,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-03,2025-07-11,2025-07-08,Order PO/HAR/26/00383,C004,2025-08-09,0,2025-07-10,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,ACB-0704,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00729,,,,143,,,,,DOMESTIC,,,IN,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,110015.0,IN,IN,110015.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-10,,,,POHAR,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-09,,,2025-07-10,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-11,,2025-07-11,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,07AAMCA1799H1ZA,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,DL,,False,,False,False,,,False,,,,,,,,2025-07-11,8,On-Time,2025-07,2025Q3,45.78
Order,PO/HAR/26/00384,RUP-1122,RUP-1122,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-04,2025-09-10,,Order PO/HAR/26/00384,C006,2025-10-31,0,2025-09-01,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,RUP-1122,,,,,0,,,,,True,False,False,,,PPR/HAR/26/01239,,,,GST/3597/25-26,,,,,DOMESTIC,,,IN,RUPAL PLASTICS PVT LTD,,"MORESHWAR COMPOUND, GALA NO 20,VILLAGE REHNAL,TAL BHIWANDI, DIST THANE,",,Thane,,421302.0,,IN,421302.0,,IN,249401.0,,IN,G/L Account,,,False,2025-09-01,,,,POHAR,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-10-31,,,2025-09-01,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-09-04,,2025-09-10,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AAACR2571E1ZL,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,,,,2025-09-10,68,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00392,ACB-0704,ACB-0704,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-10,2025-07-26,,Order PO/HAR/26/00392,C004,2025-08-22,0,2025-07-23,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,ACB-0704,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00805,,,,150,,,,,DOMESTIC,,,IN,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,110015.0,IN,IN,110015.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-23,,,,POHAR,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-22,,,2025-07-23,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-24,,2025-07-26,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,07AAMCA1799H1ZA,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,DL,,False,,False,False,,,False,,,,,,,,2025-07-26,16,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00394,SUN-481,SUN-481,SUNRISE POLYMER,,G 1 613 B & C RIICO INDL AREADIST ALWAR KHUSHKHERA,,Tapukera,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-12,2025-08-06,,Order PO/HAR/26/00394,C006,2025-09-23,0,2025-07-25,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,SUN-481,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00956,,,,SP/25-26/0750,,,,,DOMESTIC,,,IN,SUNRISE POLYMER,,G 1 613 B & C RIICO INDL AREADIST ALWAR KHUSHKHERA,,Tapukera,,301707.0,IN,IN,301707.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-25,,,,POHAR,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-23,,,2025-07-25,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-29,,2025-08-06,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,08ALIPG2898R1Z5,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,RJ,,False,,False,False,,,False,,,,,,,,2025-08-06,25,Late,2025-07,2025Q3,45.78
Order,PO/HAR/26/00398,RAJ-495,RAJ-495,RAJESHREE INDUSTRIES,,"Vimlabai Shopping Center, Shop No.1Vimalabai Chawl No.1,Shyam Nager Jogeshwari",,Jogeshwari (East),,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-06-30,2025-08-04,,Order PO/HAR/26/00398,C006,2025-09-17,0,2025-07-19,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,RAJ-495,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00907,,,,GST/328/25-26,,,,,DOMESTIC,,,IN,RAJESHREE INDUSTRIES,,"Vimlabai Shopping Center, Shop No.1Vimalabai Chawl No.1,Shyam Nager Jogeshwari",,Jogeshwari (East),,400060.0,IN,IN,400060.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-19,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-17,,,2025-07-19,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-26,,2025-08-04,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,27AFZPP3481L1ZF,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,MH,,False,,False,False,,,False,,,,,PI/26/000070,,,2025-08-04,35,Late,2025-06,2025Q2,50.62
Order,PO/HAR/26/00404,ACB-0704,ACB-0704,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-22,2025-07-26,,Order PO/HAR/26/00404,C004,2025-08-23,0,2025-07-24,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,ACB-0704,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00806,,,,152,,,,,DOMESTIC,,,IN,AUTOTEK CABLES PVT.LTD.,,"69/2 A,NAJAFGARH ROAD INDUSTRIAL AREA, MOTI NAGAR, NEW DELHI",,New Delhi,,110015.0,IN,IN,110015.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-24,,,,POHAR,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-08-23,,,2025-07-24,C004,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-25,,2025-07-26,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,07AAMCA1799H1ZA,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,DL,,False,,False,False,,,False,,,,,,,,2025-07-26,4,On-Time,2025-07,2025Q3,45.78
Order,PO/HAR/26/00407,NEC-0993,NEC-0993,NECTAR BRASS INDUSTRIES,,"Special Shade No.418/4-A, Opp.Champion, Pad Lock",",JAMNAGAR",Dared,,,,PM CONA Industries Pvt Ltd,,"E-57, Industrial Area",Near Railway Station,Haridwar,Jaykaran Patel,2025-07-25,2025-08-06,,Order PO/HAR/26/00407,C006,2025-09-23,0,2025-07-25,,LF-HAR-E57,LF-HAR-E57,,RM,,0,False,NEC-0993,,,,,0,,,,,True,False,False,,,PPR/HAR/26/00961,,,,NBI050/2025-26,,,,,DOMESTIC,,,IN,NECTAR BRASS INDUSTRIES,,"Special Shade No.418/4-A, Opp.Champion, Pad Lock",",JAMNAGAR",Dared,,361004.0,IN,IN,361004.0,IN,IN,249401.0,,IN,G/L Account,,,False,2025-07-25,,,,,PPIHAR,PPRHAR,,False,,,0,Released,,0,False,New,,,,Outgoing,,,,,0,,True,2025-09-23,,,2025-07-25,C006,0,,,{00000000-0000-0000-0000-000000000000},,,,2025-07-31,,2025-08-06,9759728011.0,32.0,,1,,,,,0,,,,,,,,False,,{00000000-0000-0000-0000-000000000000},Lowest Price,False,,0,0,B2B,Registered,False,,0,Nearest,,,False,,False,False,,24ATGPS9665L1ZU,UK,05AAICC3300Q1ZO,,,,,,0,,,False,,False,False,,,False,0,False,False,,0,0,False,GJ,,False,,False,False,,,False,,,,,PI/26/000071,,,2025-08-06,12,Late,2025-07,2025Q3,45.78
